Transcript	Gene
uc002rxq.3	ACYP2
uc003ieo.2	ADAD1
uc003iep.2	ADAD1
uc003ieq.2	ADAD1
uc002fhq.2	ADAD2
uc002fhr.2	ADAD2
uc001zrh.2	ADAL
uc001zri.1	ADAL
uc010udo.1	ADAL
uc002afd.1	ADAM10
uc002afe.1	ADAM10
uc002aff.1	ADAM10
uc002afg.2	ADAM10
uc010bgc.1	ADAM10
uc010ugz.1	ADAM10
uc002ihh.2	ADAM11
uc002ihi.2	ADAM11
uc010wjd.1	ADAM11
uc001ljj.1	ADAM12
uc001ljk.2	ADAM12
uc001ljl.3	ADAM12
uc001ljm.2	ADAM12
uc001ljn.2	ADAM12
uc010qul.1	ADAM12
uc001fgq.1	ADAM15
uc001fgr.1	ADAM15
uc001fgs.1	ADAM15
uc001fgt.1	ADAM15
uc001fgu.1	ADAM15
uc001fgv.1	ADAM15
uc001fgw.1	ADAM15
uc001fgx.1	ADAM15
uc001fgy.1	ADAM15
uc001fgz.1	ADAM15
uc001fha.1	ADAM15
uc001fhb.1	ADAM15
uc009wpc.1	ADAM15
uc010pet.1	ADAM15
uc010peu.1	ADAM15
uc010pev.1	ADAM15
uc002qzu.2	ADAM17
uc002qzv.2	ADAM17
uc010ewy.2	ADAM17
uc010ewz.2	ADAM17
uc010exa.2	ADAM17
uc010exb.1	ADAM17
uc003xnh.2	ADAM18
uc003xni.2	ADAM18
uc010lww.2	ADAM18
uc010lwx.2	ADAM18
uc003lww.1	ADAM19
uc003lwy.2	ADAM19
uc003lwz.2	ADAM19
uc011ddr.1	ADAM19
uc001xme.2	ADAM20
uc010ttg.1	ADAM21P1
uc001xmd.2	ADAM21
uc003uji.1	ADAM22
uc003ujj.1	ADAM22
uc003ujk.1	ADAM22
uc003ujl.1	ADAM22
uc003ujm.2	ADAM22
uc003ujn.2	ADAM22
uc003ujo.2	ADAM22
uc003ujp.1	ADAM22
uc002vbq.2	ADAM23
uc010ziv.1	ADAM23
uc003xdx.2	ADAM28
uc003xdy.2	ADAM28
uc010lua.2	ADAM28
uc011kzz.1	ADAM28
uc011laa.1	ADAM28
uc003iuc.2	ADAM29
uc003iud.2	ADAM29
uc010irr.2	ADAM29
uc011cki.1	ADAM29
uc003xnj.2	ADAM2
uc003xnk.2	ADAM2
uc003xnl.2	ADAM2
uc011lck.1	ADAM2
uc001eij.2	ADAM30
uc003xmt.3	ADAM32
uc003xmu.3	ADAM32
uc003xmv.2	ADAM32
uc011lch.1	ADAM32
uc002wiq.1	ADAM33
uc002wir.1	ADAM33
uc002wis.2	ADAM33
uc002wit.2	ADAM33
uc002wiu.2	ADAM33
uc002wiw.1	ADAM33
uc002wix.1	ADAM33
uc002wiy.2	ADAM33
uc010gba.1	ADAM33
uc010gbb.1	ADAM33
uc010zqg.1	ADAM33
uc010zqh.1	ADAM33
uc003xnd.2	ADAM3A
uc003xne.2	ADAM3A
uc003xnf.2	ADAM3A
uc003xng.3	ADAM3A
uc010lwv.2	ADAM3A
uc011lci.1	ADAM3A
uc011lcj.1	ADAM3A
uc001ysu.1	ADAM6
uc010tyt.1	ADAM6
uc003xea.1	ADAM7
uc003xeb.2	ADAM7
uc003xec.2	ADAM7
uc009ybi.2	ADAM8
uc009ybj.1	ADAM8
uc010quz.1	ADAM8
uc010qva.1	ADAM8
uc010qvb.1	ADAM8
uc003xmo.1	ADAM9
uc003xmp.2	ADAM9
uc003xmr.2	ADAM9
uc003xms.2	ADAM9
uc010lwr.2	ADAM9
uc011lcf.1	ADAM9
uc011lcg.1	ADAM9
uc003xdz.2	ADAMDEC1
uc010lub.2	ADAMDEC1
uc011lab.1	ADAMDEC1
uc002mki.1	ADAMTS10
uc002mkj.1	ADAMTS10
uc002mkk.1	ADAMTS10
uc003jia.1	ADAMTS12
uc003jib.1	ADAMTS12
uc010iuq.1	ADAMTS12
uc004cdp.3	ADAMTS13
uc004cdq.1	ADAMTS13
uc004cdr.1	ADAMTS13
uc004cds.1	ADAMTS13
uc004cdt.1	ADAMTS13
uc004cdu.1	ADAMTS13
uc004cdv.3	ADAMTS13
uc004cdw.3	ADAMTS13
uc004cdx.3	ADAMTS13
uc004cdy.1	ADAMTS13
uc004cdz.3	ADAMTS13
uc004cea.1	ADAMTS13
uc004ceb.3	ADAMTS13
uc001jrg.2	ADAMTS14
uc001jrh.2	ADAMTS14
uc001jri.1	ADAMTS14
uc010qjl.1	ADAMTS14
uc010scd.1	ADAMTS15
uc003jdj.1	ADAMTS16
uc003jdk.1	ADAMTS16
uc003jdl.2	ADAMTS16
uc010itk.1	ADAMTS16
uc002bvv.1	ADAMTS17
uc002bvw.1	ADAMTS17
uc002bvx.1	ADAMTS17
uc002ffc.3	ADAMTS18
uc002ffe.1	ADAMTS18
uc010chc.1	ADAMTS18
uc010vni.1	ADAMTS18
uc003kvb.1	ADAMTS19
uc003kvc.1	ADAMTS19
uc010jdh.1	ADAMTS19
uc002ymf.2	ADAMTS1
uc001rno.1	ADAMTS20
uc001rnp.1	ADAMTS20
uc010skx.1	ADAMTS20
uc003mjw.2	ADAMTS2
uc011dgm.1	ADAMTS2
uc003hgk.1	ADAMTS3
uc003hgl.2	ADAMTS3
uc001fyt.3	ADAMTS4
uc001fyu.2	ADAMTS4
uc002ymg.2	ADAMTS5
uc003jto.2	ADAMTS6
uc003jtp.2	ADAMTS6
uc003jtq.2	ADAMTS6
uc003jtr.1	ADAMTS6
uc002bej.3	ADAMTS7
uc002bek.1	ADAMTS7
uc010und.1	ADAMTS7
uc001qgf.2	ADAMTS8
uc001qgg.3	ADAMTS8
uc003dmg.2	ADAMTS9
uc003dmh.1	ADAMTS9
uc003dmk.1	ADAMTS9
uc011bfo.1	ADAMTS9
uc011bfp.1	ADAMTS9
uc003znb.2	ADAMTSL1
uc003znc.3	ADAMTSL1
uc003zne.3	ADAMTSL1
uc003znf.3	ADAMTSL1
uc003zng.1	ADAMTSL1
uc004cei.2	ADAMTSL2
uc004cej.2	ADAMTSL2
uc011mdl.1	ADAMTSL2
uc002bjy.1	ADAMTSL3
uc002bjz.3	ADAMTSL3
uc010bmt.1	ADAMTSL3
uc010bmu.1	ADAMTSL3
uc001euw.2	ADAMTSL4
uc001eux.2	ADAMTSL4
uc009wlv.1	ADAMTSL4
uc009wlw.2	ADAMTSL4
uc009wlx.2	ADAMTSL4
uc010pcg.1	ADAMTSL4
uc002ltd.2	ADAMTSL5
uc010dsl.2	ADAMTSL5
uc010xgq.1	ADAMTSL5
uc003sjm.3	ADAP1
uc003sjn.3	ADAP1
uc003sjo.3	ADAP1
uc010ksc.2	ADAP1
uc011jvs.1	ADAP1
uc002hfx.2	ADAP2
uc002hfy.2	ADAP2
uc010csk.2	ADAP2
uc010csl.2	ADAP2
uc002zgp.2	ADARB1
uc002zgq.2	ADARB1
uc002zgr.2	ADARB1
uc002zgs.2	ADARB1
uc002zgt.2	ADARB1
uc002zgu.2	ADARB1
uc002zgv.2	ADARB1
uc002zgw.2	ADARB1
uc002zgy.2	ADARB1
uc010gpx.2	ADARB1
uc011afo.1	ADARB1
uc001igl.3	ADARB2
uc001igm.3	ADARB2
uc009xhp.2	ADARB2
uc009xhq.2	ADARB2
uc001ffh.2	ADAR
uc001ffi.2	ADAR
uc001ffj.2	ADAR
uc001ffk.2	ADAR
uc001ffl.1	ADAR
uc001ffm.1	ADAR
uc001ffn.1	ADAR
uc002feo.1	ADAT1
uc002fep.1	ADAT1
uc003qjj.2	ADAT2
uc003qjk.1	ADAT2
uc002luh.2	ADAT3
uc002xmj.2	ADA
uc010ggt.2	ADA
uc001xui.2	ADCK1
uc001xuj.2	ADCK1
uc001xuk.1	ADCK1
uc001xul.2	ADCK1
uc010tvo.1	ADCK1
uc003vvy.1	ADCK2
uc003vvz.2	ADCK2
uc002oop.1	ADCK4
uc002ooq.1	ADCK4
uc002oor.2	ADCK4
uc002oos.2	ADCK4
uc003zcg.2	ADCK5
uc003zch.2	ADCK5
uc003zci.2	ADCK5
uc001ger.2	ADCY10
uc009wvj.2	ADCY10
uc009wvk.2	ADCY10
uc009wvl.2	ADCY10
uc009wvm.2	ADCY10
uc010plj.1	ADCY10
uc003tnd.2	ADCY1
uc003tne.3	ADCY1
uc003jdz.1	ADCY2
uc010itm.1	ADCY2
uc011cmo.1	ADCY2
uc002rfr.3	ADCY3
uc002rfs.3	ADCY3
uc010ykm.1	ADCY3
uc001wov.2	ADCY4
uc001wow.2	ADCY4
uc001wox.2	ADCY4
uc001woy.2	ADCY4
uc001woz.3	ADCY4
uc010toh.1	ADCY4
uc003egg.1	ADCY5
uc003egh.1	ADCY5
uc003egi.1	ADCY5
uc001rsh.3	ADCY6
uc001rsi.3	ADCY6
uc001rsj.3	ADCY6
uc010slw.1	ADCY6
uc002egb.1	ADCY7
uc002egc.1	ADCY7
uc002egd.1	ADCY7
uc003ytd.3	ADCY8
uc010mds.2	ADCY8
uc002cvx.2	ADCY9
uc003tca.1	ADCYAP1R1
uc003tcb.1	ADCYAP1R1
uc003tcc.1	ADCYAP1R1
uc003tcd.1	ADCYAP1R1
uc003tce.1	ADCYAP1R1
uc003tcf.1	ADCYAP1R1
uc010dkg.2	ADCYAP1
uc010dkh.2	ADCYAP1
uc001bwr.2	AZIN2
uc001bws.2	AZIN2
uc001bwt.1	AZIN2
uc001bwu.2	AZIN2
uc001bwv.2	AZIN2
uc001bww.2	AZIN2
uc001bwx.1	AZIN2
uc001bwy.1	AZIN2
uc001bwz.1	AZIN2
uc009vue.2	AZIN2
uc009vuf.1	AZIN2
uc009vug.2	AZIN2
uc003gfn.2	ADD1
uc003gfo.2	ADD1
uc003gfp.2	ADD1
uc003gfq.2	ADD1
uc003gfr.2	ADD1
uc003gfs.2	ADD1
uc003gft.3	ADD1
uc003gfu.2	ADD1
uc010ico.1	ADD1
uc002sgx.2	ADD2
uc002sgy.2	ADD2
uc002sgz.2	ADD2
uc002sha.2	ADD2
uc002shc.1	ADD2
uc002shd.1	ADD2
uc010fds.1	ADD2
uc010fdt.1	ADD2
uc010fdu.1	ADD2
uc001kys.3	ADD3
uc001kyt.3	ADD3
uc001kyu.2	ADD3
uc001kyv.2	ADD3
uc001kyw.2	ADD3
uc001kyx.2	ADD3
uc003hur.1	ADH1A
uc010ilf.1	ADH1A
uc010ilg.1	ADH1A
uc011ceg.1	ADH1A
uc003hus.3	ADH1B
uc003hut.3	ADH1B
uc011ceh.1	ADH1B
uc011cei.1	ADH1B
uc003huu.2	ADH1C
uc003hun.2	ADH4
uc011ced.1	ADH4
uc003hui.2	ADH5
uc003huj.2	ADH5
uc003huk.1	ADH5
uc003huo.2	ADH6
uc003hup.3	ADH6
uc010ile.2	ADH6
uc011cef.1	ADH6
uc003huv.1	ADH7
uc003xwb.3	ADHFE1
uc003xwc.3	ADHFE1
uc003xwd.3	ADHFE1
uc003xwe.3	ADHFE1
uc003xwf.3	ADHFE1
uc011leq.1	ADHFE1
uc011ler.1	ADHFE1
uc011les.1	ADHFE1
uc002qxp.3	ADI1
uc010yiq.1	ADI1
uc002xjb.1	ADIG
uc003fra.2	ADIPOQ
uc010hyy.2	ADIPOQ
uc001gyq.3	ADIPOR1
uc001gyr.3	ADIPOR1
uc001gys.3	ADIPOR1
uc010pqd.1	ADIPOR1
uc001qjm.2	ADIPOR2
uc001qjn.2	ADIPOR2
uc001jwi.2	ADK
uc001jwj.2	ADK
uc001jwl.2	ADK
uc010qlb.1	ADK
uc010qlc.1	ADK
uc003blj.2	ADM2
uc011ary.1	ADM2
uc001mik.1	ADM
uc001mil.1	ADM
uc001mim.1	ADM
uc002lnw.2	ADNP2
uc002xvt.1	ADNP
uc002xvu.1	ADNP
uc001gze.1	ADORA1
uc001gzf.1	ADORA1
uc009xak.1	ADORA1
uc010pqg.1	ADORA1
uc010pqh.1	ADORA1
uc002zzx.2	SPECC1L-ADORA2A
uc002zzy.3	SPECC1L-ADORA2A
uc003aab.2	SPECC1L-ADORA2A
uc003aac.2	SPECC1L-ADORA2A
uc010guo.1	SPECC1L-ADORA2A
uc010gup.2	SPECC1L-ADORA2A
uc010guq.2	SPECC1L-ADORA2A
uc011ajs.1	SPECC1L-ADORA2A
uc002gpd.1	ADORA2B
uc001ebf.2	ADORA3
uc001ebg.3	ADORA3
uc001ebh.3	ADORA3
uc001jmg.2	ADO
uc002ave.3	ADPGK
uc002avf.3	ADPGK
uc002avg.3	ADPGK
uc002avh.3	ADPGK
uc002avi.3	ADPGK
uc002avj.1	ADPGK
uc010ukw.1	ADPGK
uc001vtp.1	ADPRHL1
uc001vtq.1	ADPRHL1
uc001bzt.2	ADPRHL2
uc001bzu.2	ADPRHL2
uc003ecs.2	ADPRH
uc003ect.2	ADPRH
uc010hqv.2	ADPRH
uc011bjb.1	ADPRH
uc003xfc.1	ADRA1A
uc003xfd.1	ADRA1A
uc003xfe.1	ADRA1A
uc003xff.1	ADRA1A
uc003xfg.1	ADRA1A
uc003xfh.1	ADRA1A
uc010lul.1	ADRA1A
uc010lum.1	ADRA1A
uc003lxt.1	ADRA1B
uc002wkr.2	ADRA1D
uc001kzo.2	ADRA2A
uc002svi.2	ADRA2B
uc003ghm.2	ADRA2C
uc010icx.2	ADRA2C
uc001lba.2	ADRB1
uc003lpr.1	ADRB2
uc003xkr.1	ADRB3
uc009yrm.1	ADRBK1
uc009yrn.1	ADRBK1
uc003abw.2	ADRBK2
uc003abx.3	ADRBK2
uc003aby.3	ADRBK2
uc010gux.2	ADRBK2
uc002ycn.2	ADRM1
uc002yco.2	ADRM1
uc002ycp.1	ADRM1
uc011aai.1	ADRM1
uc003ayp.3	ADSL
uc003ayq.3	ADSL
uc003ayr.3	ADSL
uc003ays.3	ADSL
uc003ayt.3	ADSL
uc010gyb.1	ADSL
uc001ypd.2	ADSSL1
uc001ype.2	ADSSL1
uc001ypf.2	ADSSL1
uc001iaj.2	ADSS
uc009xgr.1	ADSS
uc003tkb.2	AEBP1
uc003tkc.3	AEBP1
uc003tkd.2	AEBP1
uc001ree.2	AEBP2
uc001ref.2	AEBP2
uc001reg.1	AEBP2
uc002bmt.2	AEN
uc010bnl.2	AEN
uc010bnm.1	AEN
uc002lwx.1	AES
uc002lwy.1	AES
uc002lwz.1	AES
uc002lxa.1	AES
uc002lxb.1	AES
uc002lxc.2	AES
uc003lqg.3	AFAP1L1
uc003lqh.2	AFAP1L1
uc003lqi.1	AFAP1L1
uc010jgy.2	AFAP1L1
uc001lbm.2	AFAP1L2
uc001lbn.2	AFAP1L2
uc001lbo.2	AFAP1L2
uc001lbp.2	AFAP1L2
uc001lbq.1	AFAP1L2
uc001lbr.1	AFAP1L2
uc010qsd.1	AFAP1L2
uc010qse.1	AFAP1L2
uc003gkg.1	AFAP1
uc011bwk.1	AFAP1
uc003hqh.1	AFF1
uc003hqj.3	AFF1
uc003hqk.3	AFF1
uc011ccx.1	AFF1
uc011ccy.1	AFF1
uc011ccz.1	AFF1
uc011cda.1	AFF1
uc004fco.2	AFF2
uc004fcp.2	AFF2
uc004fcq.2	AFF2
uc004fcr.2	AFF2
uc004fcs.2	AFF2
uc011mxb.1	AFF2
uc011mxc.1	AFF2
uc002taf.2	AFF3
uc002tag.2	AFF3
uc002tah.1	AFF3
uc002tai.2	AFF3
uc010fiq.1	AFF3
uc010fir.1	AFF3
uc010yvr.1	AFF3
uc003kyd.2	AFF4
uc003kye.1	AFF4
uc003kyf.3	AFF4
uc011cxk.1	AFF4
uc002fps.1	AFG3L1P
uc002fpt.1	AFG3L1P
uc002fpu.1	AFG3L1P
uc002fpv.1	AFG3L1P
uc002fpw.1	AFG3L1P
uc002fpx.1	AFG3L1P
uc002fpy.1	AFG3L1P
uc002fpz.1	AFG3L1P
uc002fqa.1	AFG3L1P
uc002fqb.1	AFG3L1P
uc002fqc.1	AFG3L1P
uc002fqd.1	AFG3L1P
uc002kqz.1	AFG3L2
uc002juy.3	AFMID
uc002juz.3	AFMID
uc002jva.3	AFMID
uc002jvb.3	AFMID
uc010dhj.2	AFMID
uc003hhb.2	AFM
uc003hgy.1	AFP
uc003hgz.1	AFP
uc003hha.1	AFP
uc011cbg.1	AFP
uc002scz.2	AFTPH
uc002sda.2	AFTPH
uc002sdb.2	AFTPH
uc002sdc.2	AFTPH
uc010rfl.1	C11orf96
uc002vvs.2	AGAP1
uc002vvt.2	AGAP1
uc001spo.1	AGAP2
uc001spp.2	AGAP2
uc001spq.2	AGAP2
uc001spr.2	AGAP2
uc003wje.1	AGAP3
uc003wjf.1	AGAP3
uc003wjg.1	AGAP3
uc003wjh.1	AGAP3
uc003wji.1	AGAP3
uc003wjj.1	AGAP3
uc003wjk.1	AGAP3
uc010lpy.1	AGAP3
uc001jcx.3	AGAP6
uc001jcy.3	AGAP6
uc010qfl.1	AGAP6
uc001juu.3	AGAP5
uc009xri.2	AGAP5
uc001jix.3	AGAP6
uc003iuu.1	AGA
uc003iuv.1	AGA
uc003iuw.2	AGA
uc010irt.1	AGA
uc002blz.1	AGBL1
uc002bma.1	AGBL1
uc002bmb.1	AGBL1
uc001ngf.2	AGBL2
uc001ngg.2	AGBL2
uc001ngh.1	AGBL2
uc010rhq.1	AGBL2
uc011kpw.1	AGBL3
uc001cru.2	AGBL4
uc001crv.1	AGBL4
uc010omw.1	AGBL4
uc010omx.1	AGBL4
uc010omy.1	AGBL4
uc002ric.2	AGBL5
uc002rid.2	AGBL5
uc002rie.2	AGBL5
uc002rif.2	AGBL5
uc003oak.1	AGER
uc003oal.1	AGER
uc003oam.1	AGER
uc003oan.1	AGER
uc003oao.1	AGER
uc003oap.1	AGER
uc003oaq.1	AGER
uc003oar.2	AGER
uc003oas.1	AGER
uc003oat.1	AGER
uc003oau.1	AGER
uc010jtv.1	AGER
uc010jtw.1	AGER
uc011dpm.1	AGER
uc011dpn.1	AGER
uc011dpo.1	AGER
uc011dpp.1	AGER
uc011dpq.1	AGER
uc011dpr.1	AGER
uc011dps.1	AGER
uc002vpc.2	AGFG1
uc002vpd.2	AGFG1
uc002vpe.2	AGFG1
uc002vpf.2	AGFG1
uc003uvf.2	AGFG2
uc003uvg.1	AGFG2
uc010lgy.2	AGFG2
uc003kes.2	AGGF1
uc003ket.2	AGGF1
uc003keu.1	AGGF1
uc003vwh.2	AGK
uc003vwi.2	AGK
uc011krg.1	AGK
uc001dsi.1	AGL
uc001dsj.1	AGL
uc001dsk.1	AGL
uc001dsl.1	AGL
uc001dsm.1	AGL
uc001dsn.1	AGL
uc001awv.1	AGMAT
uc003oae.2	AGPAT1
uc003oaf.2	AGPAT1
uc003oag.2	AGPAT1
uc003oah.2	AGPAT1
uc003oai.1	AGPAT1
uc011dpj.1	AGPAT1
uc011dpk.1	AGPAT1
uc011dpl.1	AGPAT1
uc004cii.1	AGPAT2
uc004cij.1	AGPAT2
uc002zdv.2	AGPAT3
uc002zdw.2	AGPAT3
uc002zdx.2	AGPAT3
uc002zdy.2	AGPAT3
uc003qtr.1	AGPAT4
uc003qts.1	AGPAT4
uc003qtt.1	AGPAT4
uc011egb.1	AGPAT4
uc011egc.1	AGPAT4
uc011egd.1	AGPAT4
uc011ege.1	AGPAT4
uc003wqo.2	AGPAT5
uc011kwm.1	AGPAT5
uc003xnz.2	GPAT4
uc003how.2	GPAT3
uc003hox.2	GPAT3
uc003hoy.2	GPAT3
uc002bdt.2	HYKK
uc010ble.2	HYKK
uc010unc.1	HYKK
uc002ull.2	AGPS
uc010zfb.1	AGPS
uc003str.2	AGR2
uc011jxy.1	AGR2
uc003sts.2	AGR3
uc001ack.1	AGRN
uc002etg.1	AGRP
uc004aod.3	AGTPBP1
uc010mqc.2	AGTPBP1
uc011ltc.1	AGTPBP1
uc011ltd.1	AGTPBP1
uc011lte.1	AGTPBP1
uc003ewg.2	AGTR1
uc003ewh.2	AGTR1
uc003ewi.2	AGTR1
uc003ewj.2	AGTR1
uc003ewk.2	AGTR1
uc004eqh.3	AGTR2
uc001ast.2	AGTRAP
uc001asu.2	AGTRAP
uc001asv.2	AGTRAP
uc001asw.2	AGTRAP
uc001asx.2	AGTRAP
uc001hty.3	AGT
uc009xfe.2	AGT
uc009xff.2	AGT
uc003hzc.2	ETNPPL
uc010imc.2	ETNPPL
uc011cfm.1	ETNPPL
uc011cfn.1	ETNPPL
uc011cfo.1	ETNPPL
uc003miy.2	PHYKPL
uc003miz.2	PHYKPL
uc003mja.2	PHYKPL
uc003mjb.2	PHYKPL
uc003mjc.2	PHYKPL
uc003mjd.1	PHYKPL
uc003jje.1	AGXT2
uc003jjf.2	AGXT2
uc011com.1	AGXT2
uc011con.1	AGXT2
uc002waa.3	AGXT
uc002wab.3	AGXT
uc010zoi.1	AGXT
uc001ibu.1	AHCTF1
uc001ibv.1	AHCTF1
uc001ibw.1	AHCTF1
uc009xgs.1	AHCTF1
uc001dyx.2	AHCYL1
uc001dyy.2	AHCYL1
uc010ovw.1	AHCYL1
uc010ovx.1	AHCYL1
uc003vot.2	AHCYL2
uc003vov.2	AHCYL2
uc011kov.1	AHCYL2
uc011kow.1	AHCYL2
uc011kox.1	AHCYL2
uc002xai.2	AHCY
uc002xaj.2	AHCY
uc010get.2	AHCY
uc001boh.1	AHDC1
uc009vsy.2	AHDC1
uc009vsz.1	AHDC1
uc003qgf.2	AHI1
uc003qgg.2	AHI1
uc003qgh.2	AHI1
uc003qgi.2	AHI1
uc003qgj.2	AHI1
uc003qgk.3	AHI1
uc003qgl.3	AHI1
uc001ypx.2	AHNAK2
uc010axc.1	AHNAK2
uc001ntk.1	AHNAK
uc001ntl.2	AHNAK
uc003jav.2	AHRR
uc003jaw.2	AHRR
uc003jax.2	AHRR
uc003jay.2	AHRR
uc003jaz.2	AHRR
uc010isy.2	AHRR
uc010isz.2	AHRR
uc003stt.3	AHR
uc011jxz.1	AHR
uc001xtw.2	AHSA1
uc010tvk.1	AHSA1
uc002sbb.1	AHSA2
uc002sbc.1	AHSA2
uc003fqj.2	AHSG
uc003fqk.3	AHSG
uc003fql.3	AHSG
uc003fqm.3	AHSG
uc010hyp.2	AHSG
uc002ecj.2	AHSP
uc001qup.1	AICDA
uc001quq.1	AICDA
uc001qur.2	AICDA
uc009zgd.1	AICDA
uc001hnn.2	AIDA
uc001hno.2	AIDA
uc010pus.1	AIDA
uc004cab.1	AIF1L
uc004cac.1	AIF1L
uc004cad.1	AIF1L
uc004cae.1	AIF1L
uc011mce.1	AIF1L
uc003nuy.2	AIF1
uc003nva.2	AIF1
uc010jsy.2	AIF1
uc004evg.2	AIFM1
uc004evh.2	AIFM1
uc004evi.2	AIFM1
uc004evk.2	AIFM1
uc011mur.1	AIFM1
uc011mus.1	AIFM1
uc001jqp.1	AIFM2
uc010qjg.1	AIFM2
uc002ztj.2	AIFM3
uc002ztk.2	AIFM3
uc002ztl.2	AIFM3
uc002ztm.1	AIFM3
uc011ahx.1	AIFM3
uc003qjf.2	AIG1
uc003qjg.2	AIG1
uc003qjh.2	AIG1
uc003qji.2	AIG1
uc011edw.1	AIG1
uc001bmd.3	AIM1L
uc001bmf.3	AIM1L
uc003prh.2	AIM1
uc003pri.2	AIM1
uc001ftj.1	AIM2
uc003hyg.2	AIMP1
uc003hyh.2	AIMP1
uc011cfg.1	AIMP1
uc003spo.2	AIMP2
uc002gcp.2	AIPL1
uc002gcq.2	AIPL1
uc002gcr.2	AIPL1
uc002gcs.2	AIPL1
uc010clk.2	AIPL1
uc010cll.2	AIPL1
uc001olv.2	AIP
uc002zei.2	AIRE
uc002zej.2	AIRE
uc010gpq.2	AIRE
uc010gpr.2	AIRE
uc001alm.1	AJAP1
uc001aln.2	AJAP1
uc004bsm.3	AK1
uc001bwo.1	AK2
uc001bwp.1	AK2
uc001bwq.1	AK2
uc009vud.1	AK2
uc010ohq.1	AK2
uc010ohr.1	AK2
uc001dby.2	AK4
uc001dbz.2	AK4
uc001dca.2	AK4
uc009wan.2	AK4
uc003zip.1	AK3
uc003ziq.1	AK3
uc003zir.1	AK3
uc011lma.1	AK3
uc001dhm.1	AK5
uc001dhn.2	AK5
uc001dho.2	AK5
uc001yfm.1	AK7
uc001yfn.2	AK7
uc002gwo.2	AKAP10
uc002gwp.1	AKAP10
uc010cqw.1	AKAP10
uc010vze.1	AKAP10
uc001uys.1	AKAP11
uc003qoe.2	AKAP12
uc003qof.2	AKAP12
uc003qog.2	AKAP12
uc010kim.2	AKAP12
uc011eep.1	AKAP12
uc002bls.2	AKAP13
uc002blt.1	AKAP13
uc002blu.1	AKAP13
uc002blv.1	AKAP13
uc002blw.1	AKAP13
uc002blx.1	AKAP13
uc010bne.1	AKAP13
uc010bnf.1	AKAP13
uc004esd.2	AKAP14
uc004ese.2	AKAP14
uc004esf.2	AKAP14
uc002iux.2	AKAP1
uc002iuy.2	AKAP1
uc010dcm.2	AKAP1
uc010wnl.1	AKAP1
uc004bem.2	AKAP2
uc011lwi.1	AKAP2
uc011lwj.1	AKAP2
uc001qnb.3	AKAP3
uc004dou.1	AKAP4
uc004dov.1	AKAP4
uc004dow.1	AKAP4
uc010njp.1	AKAP4
uc001xhd.3	AKAP5
uc001wrq.2	AKAP6
uc010aml.2	AKAP6
uc003qck.2	AKAP7
uc003qcl.1	AKAP7
uc003qcm.1	AKAP7
uc003qcn.1	AKAP7
uc011ebz.1	AKAP7
uc002naw.1	AKAP8L
uc002nax.1	AKAP8L
uc002nay.1	AKAP8L
uc002naz.2	AKAP8L
uc010xoh.1	AKAP8L
uc002nav.2	AKAP8
uc010dzy.2	AKAP8
uc010dzz.1	AKAP8
uc010xog.1	AKAP8
uc003uld.3	AKAP9
uc003ule.2	AKAP9
uc003ulf.2	AKAP9
uc003ulg.2	AKAP9
uc003uli.2	AKAP9
uc003ulj.2	AKAP9
uc003ulk.2	AKAP9
uc003ull.2	AKAP9
uc003ptn.2	AK9
uc003ptr.3	AK9
uc003pts.1	AK9
uc011eas.1	AK9
uc011eat.1	AK9
uc001ccw.2	AKIRIN1
uc010oip.1	AKIRIN1
uc010oiq.1	AKIRIN1
uc003pmk.2	AKIRIN2
uc001dwa.2	AKNAD1
uc001dwb.2	AKNAD1
uc010ovb.1	AKNAD1
uc004bin.3	AKNA
uc004bio.3	AKNA
uc004bip.3	AKNA
uc004biq.3	AKNA
uc004bir.3	AKNA
uc004bis.3	AKNA
uc004bit.1	AKNA
uc004biu.1	AKNA
uc004biv.1	AKNA
uc004biw.1	AKNA
uc010mve.2	AKNA
uc001cod.2	AKR1A1
uc001coe.2	AKR1A1
uc001cof.2	AKR1A1
uc001cog.2	AKR1A1
uc009vxw.2	AKR1A1
uc003vrr.2	AKR1B10
uc003vrt.2	AKR1B15
uc011kpr.1	AKR1B15
uc011kps.1	AKR1B15
uc003vrp.1	AKR1B1
uc003vrq.1	AKR1B1
uc001iho.2	AKR1C1
uc001ihq.2	AKR1C1
uc009xhx.2	AKR1C1
uc001ihs.2	AKR1C2
uc001iht.2	AKR1C2
uc009xhy.2	AKR1C2
uc010qan.1	AKR1C2
uc010qao.1	AKR1C2
uc001ihr.2	AKR1C3
uc001ihu.2	AKR1C3
uc010qap.1	AKR1C3
uc010qaq.1	AKR1C3
uc001ihw.2	AKR1C4
uc009xhz.2	AKR1C8P
uc003vtz.2	AKR1D1
uc010lmy.1	AKR1D1
uc011kqb.1	AKR1D1
uc011kqc.1	AKR1D1
uc011kqd.1	AKR1D1
uc011kqe.1	AKR1D1
uc011kqf.1	AKR1D1
uc001ihh.1	AKR1E2
uc001ihi.2	AKR1E2
uc001ihj.2	AKR1E2
uc001ihk.2	AKR1E2
uc001ihl.1	AKR1E2
uc009xhw.2	AKR1E2
uc010qam.1	AKR1E2
uc001bbw.2	AKR7A2
uc001bbx.2	AKR7A2
uc009vpi.1	AKR7A2
uc001bbv.1	AKR7A3
uc002pql.3	AKT1S1
